X,Y,IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,PdId
-122.403915681570993,37.790538993725001,160078525,ASSAULT,BATTERY OF A POLICE OFFICER,Wednesday,01/27/2016,17:45,CENTRAL,"ARREST, BOOKED",200 Block of KEARNY ST,16007852504154.000000000000000
-122.446344422531993,37.769181046903284,160078569,NON-CRIMINAL,FOUND PROPERTY,Wednesday,01/27/2016,17:34,PARK,NONE,1300 Block of WALLER ST,16007856972000.000000000000000
-122.40278487436602,37.7231803098488,160078462,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Wednesday,01/27/2016,17:30,BAYVIEW,"ARREST, BOOKED",700 Block of GIRARD ST,16007846204012.000000000000000
-122.40278487436602,37.7231803098488,160078462,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,01/27/2016,17:30,BAYVIEW,"ARREST, BOOKED",700 Block of GIRARD ST,16007846228160.000000000000000
-122.400455071851994,37.770781709965291,160090858,VEHICLE THEFT,STOLEN MOTORCYCLE,Wednesday,01/27/2016,17:30,SOUTHERN,NONE,800 Block of 7TH ST,16009085807023.000000000000000
-122.412782236976,37.805665468452297,160078995,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,01/27/2016,17:30,CENTRAL,NONE,300 Block of BAY ST,16007899506243.000000000000000
-122.400455071851994,37.770781709965291,160090858,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Wednesday,01/27/2016,17:30,SOUTHERN,NONE,800 Block of 7TH ST,16009085807020.000000000000000
-122.40278487436602,37.7231803098488,160078462,ASSAULT,INFLICT INJURY ON COHABITEE,Wednesday,01/27/2016,17:30,BAYVIEW,"ARREST, BOOKED",700 Block of GIRARD ST,16007846215040.000000000000000
-122.405254463023979,37.789252504052186,160078406,WARRANTS,WARRANT ARREST,Wednesday,01/27/2016,17:20,CENTRAL,"ARREST, BOOKED",200 Block of GRANT AV,16007840663010.000000000000000
-122.405254463023979,37.789252504052186,160078406,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,01/27/2016,17:20,CENTRAL,"ARREST, BOOKED",200 Block of GRANT AV,16007840662050.000000000000000
-122.405254463023979,37.789252504052186,160078406,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,01/27/2016,17:20,CENTRAL,"ARREST, BOOKED",200 Block of GRANT AV,16007840606362.000000000000000
-122.41718044863498,37.761967421810191,160078387,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,01/27/2016,17:15,MISSION,NONE,18TH ST / SOUTH VAN NESS AV,16007838728160.000000000000000
-122.403390364795996,37.7802655777189,160078434,ASSAULT,BATTERY,Wednesday,01/27/2016,17:03,SOUTHERN,NONE,5TH ST / FOLSOM ST,16007843404134.000000000000000
-122.395991019730019,37.76643141949009,160078428,WARRANTS,WARRANT ARREST,Wednesday,01/27/2016,17:01,BAYVIEW,"ARREST, BOOKED",900 Block of 16TH ST,16007842863010.000000000000000
-122.395991019730019,37.76643141949009,160078428,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Wednesday,01/27/2016,17:01,BAYVIEW,"ARREST, BOOKED",900 Block of 16TH ST,16007842830200.000000000000000
-122.436130312824986,37.775205514978488,160078553,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,01/27/2016,17:00,PARK,NONE,HAYES ST / SCOTT ST,16007855306243.000000000000000
-122.492532018996997,37.786697770252609,160080655,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,01/27/2016,17:00,RICHMOND,NONE,800 Block of ELCAMINODELMAR ST,16008065528150.000000000000000
-122.415653700009983,37.778719651125584,160079294,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,01/27/2016,17:00,TENDERLOIN,NONE,0 Block of GROVE ST,16007929406243.000000000000000
-122.492532018996997,37.786697770252609,160080655,ASSAULT,BATTERY,Wednesday,01/27/2016,17:00,RICHMOND,NONE,800 Block of ELCAMINODELMAR ST,16008065504134.000000000000000
-122.490093437358993,37.780792084019403,160125405,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,01/27/2016,17:00,RICHMOND,NONE,400 Block of 30TH AV,16012540564070.000000000000000
-122.49511217074199,37.743113595057707,160083449,NON-CRIMINAL,LOST PROPERTY,Wednesday,01/27/2016,17:00,TARAVAL,NONE,2300 Block of 37TH AV,16008344971000.000000000000000
-122.480650497076994,37.738139043768989,160078268,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,01/27/2016,17:00,TARAVAL,NONE,2600 Block of 24TH AV,16007826868020.000000000000000
-122.437393972517,37.721412062139102,160081330,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,01/27/2016,17:00,INGLESIDE,NONE,4700 Block of MISSION ST,16008133028150.000000000000000
-122.439687134172999,37.784319030042589,160078757,SECONDARY CODES,DOMESTIC VIOLENCE,Wednesday,01/27/2016,17:00,RICHMOND,NONE,DIVISADERO ST / POST ST,16007875715200.000000000000000
-122.439687134172999,37.784319030042589,160078757,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Wednesday,01/27/2016,17:00,RICHMOND,NONE,DIVISADERO ST / POST ST,16007875704138.000000000000000
-122.490010703443005,37.755571288225006,160078484,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Wednesday,01/27/2016,16:57,TARAVAL,NONE,2500 Block of MORAGA ST,16007848406374.000000000000000
-122.432492300867011,37.781889129386002,160078779,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,01/27/2016,16:50,NORTHERN,NONE,1300 Block of FILLMORE ST,16007877906244.000000000000000
-122.446958139957005,37.770471000679002,160078149,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Wednesday,01/27/2016,16:48,PARK,"ARREST, BOOKED",500 Block of ASHBURY ST,16007814964002.000000000000000
-122.408260016759016,37.797308614232591,160099866,SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,Wednesday,01/27/2016,16:43,CENTRAL,NONE,0 Block of STARK ST,16009986664060.000000000000000
-122.426933015578001,37.717735788495887,160078581,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Wednesday,01/27/2016,16:41,INGLESIDE,NONE,100 Block of DUBLIN ST,16007858164085.000000000000000
-122.446958139957005,37.770471000679002,160078127,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Wednesday,01/27/2016,16:39,PARK,"ARREST, BOOKED",500 Block of ASHBURY ST,16007812764002.000000000000000
-122.394943493875004,37.791842469000102,160078155,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,01/27/2016,16:34,SOUTHERN,"ARREST, BOOKED",MISSION ST / MAIN ST,16007815562050.000000000000000
-122.394943493875004,37.791842469000102,160078155,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,01/27/2016,16:34,SOUTHERN,"ARREST, BOOKED",MISSION ST / MAIN ST,16007815516650.000000000000000
-122.394943493875004,37.791842469000102,160078155,LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",Wednesday,01/27/2016,16:34,SOUTHERN,"ARREST, BOOKED",MISSION ST / MAIN ST,16007815527090.000000000000000
-122.409519465141003,37.765608899158202,160080398,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,01/27/2016,16:30,MISSION,NONE,2200 Block of 16TH ST,16008039828150.000000000000000
-122.414317857881002,37.779944405204603,160078246,WARRANTS,WARRANT ARREST,Wednesday,01/27/2016,16:30,SOUTHERN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,16007824663010.000000000000000
-122.452302496531004,37.731433434639094,160080279,VEHICLE THEFT,STOLEN TRUCK,Wednesday,01/27/2016,16:30,INGLESIDE,NONE,700 Block of MONTEREY BL,16008027907025.000000000000000
-122.414317857881002,37.779944405204603,160078246,FRAUD,FALSE ID TO PEACE OFFICER,Wednesday,01/27/2016,16:30,SOUTHERN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,16007824627065.000000000000000
-122.414317857881002,37.779944405204603,160078246,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Wednesday,01/27/2016,16:30,SOUTHERN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,16007824627130.000000000000000
-122.402194030893995,37.790039129966694,160078224,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Wednesday,01/27/2016,16:25,CENTRAL,NONE,SUTTER ST / MONTGOMERY ST,16007822464085.000000000000000
-122.403404791479019,37.775420706710989,166022819,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Wednesday,01/27/2016,16:20,SOUTHERN,NONE,800 Block of BRYANT ST,16602281906224.000000000000000
-122.454715495024999,37.781397032552398,166023033,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,01/27/2016,16:15,RICHMOND,NONE,3300 Block of GEARY BL,16602303306244.000000000000000
-122.41077421437501,37.808435017586909,160078371,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Wednesday,01/27/2016,16:12,CENTRAL,NONE,1600 Block of THE EMBARCADERONORTH ST,16007837106303.000000000000000
-122.492154689334015,37.747934140458206,160081067,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,01/27/2016,16:00,TARAVAL,NONE,QUINTARA ST / 35TH AV,16008106706243.000000000000000
-122.459061780173002,37.733644390227994,160078230,SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,Wednesday,01/27/2016,16:00,INGLESIDE,NONE,BRENTWOOD AV / YERBABUENA AV,16007823064060.000000000000000
-122.433320200821001,37.743296576966294,160081227,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,01/27/2016,16:00,INGLESIDE,NONE,CASTRO ST / 29TH ST,16008122707021.000000000000000
-122.408809960453993,37.798571212667603,160079909,NON-CRIMINAL,LOST PROPERTY,Wednesday,01/27/2016,16:00,CENTRAL,NONE,STOCKTON ST / VALLEJO ST,16007990971000.000000000000000
-122.450601497864,37.771459117927385,160186093,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,01/27/2016,16:00,PARK,NONE,COLE ST / OAK ST,16018609328160.000000000000000
-122.407257559322005,37.769769551920987,160079620,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,01/27/2016,16:00,SOUTHERN,NONE,1000 Block of BRANNAN ST,16007962064070.000000000000000
-122.410078544841994,37.772526493426106,160078917,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Wednesday,01/27/2016,16:00,SOUTHERN,NONE,HARRISON ST / 9TH ST,16007891706112.000000000000000
-122.419671780295999,37.765050121466786,160077903,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Wednesday,01/27/2016,15:55,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,16007790365010.000000000000000
-122.419671780295999,37.765050121466786,160077903,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Wednesday,01/27/2016,15:55,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,16007790319090.000000000000000
-122.419671780295999,37.765050121466786,160077903,OTHER OFFENSES,RESISTING ARREST,Wednesday,01/27/2016,15:55,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,16007790327170.000000000000000
-122.403070000846995,37.785268630908689,160077997,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,01/27/2016,15:51,SOUTHERN,NONE,700 Block of MISSION ST,16007799706373.000000000000000
-122.403070000846995,37.785268630908689,160077997,OTHER OFFENSES,PROBATION VIOLATION,Wednesday,01/27/2016,15:51,SOUTHERN,NONE,700 Block of MISSION ST,16007799726170.000000000000000
-122.454330105395982,37.768153011115899,160077947,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Wednesday,01/27/2016,15:50,PARK,NONE,1800 Block of WALLER ST,16007794751041.000000000000000
-122.414743835381998,37.778719262788997,160078014,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,01/27/2016,15:45,TENDERLOIN,"ARREST, BOOKED",MARKET ST / 8TH ST,16007801462050.000000000000000
-122.418270696718992,37.807851983801399,160078622,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,01/27/2016,15:45,CENTRAL,NONE,300 Block of JEFFERSON ST,16007862206361.000000000000000
-122.410955248906021,37.784139950959393,160077925,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,01/27/2016,15:41,TENDERLOIN,NONE,EDDY ST / TAYLOR ST,16007792568020.000000000000000
-122.419671780295999,37.765050121466786,160077878,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,01/27/2016,15:40,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,16007787865016.000000000000000
-122.414200995694003,37.713788965710393,160081879,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,01/27/2016,15:40,INGLESIDE,NONE,300 Block of SAWYER ST,16008187928160.000000000000000
-122.414200995694003,37.713788965710393,160081879,ASSAULT,BATTERY,Wednesday,01/27/2016,15:40,INGLESIDE,NONE,300 Block of SAWYER ST,16008187904134.000000000000000
-122.434865853497996,37.777280974944098,160080683,SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS CHILD,Wednesday,01/27/2016,15:39,PARK,NONE,FULTON ST / PIERCE ST,16008068364050.000000000000000
-122.434865853497996,37.777280974944098,160080683,SECONDARY CODES,JUVENILE INVOLVED,Wednesday,01/27/2016,15:39,PARK,NONE,FULTON ST / PIERCE ST,16008068315500.000000000000000
-122.407633520741982,37.784189350142498,160078296,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,01/27/2016,15:30,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,16007829606362.000000000000000
-122.433661492778015,37.77546522776381,160081631,BURGLARY,"BURGLARY,BLDG. UNDER CONSTRUCTION, FORCIBLE ENTRY",Wednesday,01/27/2016,15:30,PARK,NONE,1000 Block of HAYES ST,16008163105171.000000000000000
-122.441018108888017,37.7164586830811,160078042,ASSAULT,BATTERY,Wednesday,01/27/2016,15:30,INGLESIDE,NONE,MISSION ST / GENEVA AV,16007804204134.000000000000000
-122.407633520741982,37.784189350142498,160078296,MISSING PERSON,FOUND PERSON,Wednesday,01/27/2016,15:30,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,16007829675000.000000000000000
-122.407633520741982,37.784189350142498,160078296,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Wednesday,01/27/2016,15:30,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,16007829671024.000000000000000
-122.407633520741982,37.784189350142498,160078296,OTHER OFFENSES,PROBATION VIOLATION,Wednesday,01/27/2016,15:30,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,16007829626170.000000000000000
-122.406977563691996,37.789918101685984,160081948,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,01/27/2016,15:25,CENTRAL,NONE,400 Block of STOCKTON ST,16008194828160.000000000000000
-122.466306206349998,37.764965762705202,160078133,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,01/27/2016,15:21,TARAVAL,NONE,1200 Block of 9TH AV,16007813306244.000000000000000
-122.447783070559012,37.769954950346502,160077806,NON-CRIMINAL,"CIVIL SIDEWALKS, WARNING",Wednesday,01/27/2016,15:16,PARK,NONE,1500 Block of HAIGHT ST,16007780664001.000000000000000
-122.40221854007001,37.790521596916093,166023588,LARCENY/THEFT,PETTY THEFT BICYCLE,Wednesday,01/27/2016,15:15,CENTRAL,NONE,100 Block of MONTGOMERY ST,16602358806313.000000000000000
-122.410955248906021,37.784139950959393,160078280,ASSAULT,BATTERY,Wednesday,01/27/2016,15:12,TENDERLOIN,NONE,EDDY ST / TAYLOR ST,16007828004134.000000000000000
-122.496434510705015,37.755171357303894,160078070,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,01/27/2016,15:10,TARAVAL,NONE,3100 Block of MORAGA ST,16007807064070.000000000000000
-122.505923256341006,37.761339931632996,160077981,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,01/27/2016,15:08,TARAVAL,NONE,1300 Block of 46TH AV,16007798164020.000000000000000
-122.419073434035994,37.797227399765887,160155537,OTHER OFFENSES,FALSE PERSONATION,Wednesday,01/27/2016,15:00,CENTRAL,NONE,1300 Block of VALLEJO ST,16015553709027.000000000000000
-122.44137135214801,37.783871081120083,160078650,MISSING PERSON,FOUND PERSON,Wednesday,01/27/2016,15:00,RICHMOND,NONE,1400 Block of BRODERICK ST,16007865075000.000000000000000
-122.44137135214801,37.783871081120083,160078650,MISSING PERSON,MISSING ADULT,Wednesday,01/27/2016,15:00,RICHMOND,NONE,1400 Block of BRODERICK ST,16007865074000.000000000000000
-122.403915681570993,37.790538993725001,160078321,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,01/27/2016,15:00,CENTRAL,"ARREST, BOOKED",200 Block of KEARNY ST,16007832128150.000000000000000
-122.403890955444993,37.7824014072132,160078741,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,01/27/2016,15:00,SOUTHERN,NONE,800 Block of HOWARD ST,16007874164020.000000000000000
-122.418382008606997,37.783258377094896,160078058,ASSAULT,BATTERY WITH SERIOUS INJURIES,Wednesday,01/27/2016,15:00,NORTHERN,NONE,600 Block of EDDY ST,16007805804136.000000000000000
-122.441559262764017,37.762048689706191,160093028,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,01/27/2016,15:00,PARK,NONE,4300 Block of 17TH ST,16009302807021.000000000000000
-122.43120329125,37.768445693951094,160096903,OTHER OFFENSES,FALSE PERSONATION,Wednesday,01/27/2016,15:00,NORTHERN,NONE,0 Block of SANCHEZ ST,16009690309027.000000000000000
-122.432116233695012,37.780030435115599,166027176,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,01/27/2016,14:54,NORTHERN,NONE,1100 Block of FILLMORE ST,16602717606372.000000000000000
-122.477993371794014,37.719383845584709,160077884,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,01/27/2016,14:50,TARAVAL,NONE,0 Block of FUENTE AV,16007788468020.000000000000000
-122.406539115147979,37.75648641093089,160078337,MISSING PERSON,MISSING ADULT,Wednesday,01/27/2016,14:50,MISSION,NONE,1000 Block of POTRERO AV,16007833774000.000000000000000
-122.410524742229001,37.807445116235499,166023839,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,01/27/2016,14:46,CENTRAL,NONE,2300 Block of STOCKTON ST,16602383906244.000000000000000
-122.433737353557007,37.771687523884495,160077771,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,01/27/2016,14:44,PARK,NONE,HAIGHT ST / PIERCE ST,16007777164020.000000000000000
-122.419658343709983,37.764220560374497,160077743,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Wednesday,01/27/2016,14:43,MISSION,NONE,2000 Block of MISSION ST,16007774303014.000000000000000
-122.480450749458996,37.719011867678596,166024730,NON-CRIMINAL,LOST PROPERTY,Wednesday,01/27/2016,14:40,TARAVAL,NONE,400 Block of SERRANO DR,16602473071000.000000000000000
-122.388856204291983,37.729980967299589,160077709,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,01/27/2016,14:40,BAYVIEW,"ARREST, BOOKED",KEITH ST / SHAFTER AV,16007770965016.000000000000000
-122.466313420543003,37.763085116613993,160077793,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Wednesday,01/27/2016,14:40,TARAVAL,NONE,1300 Block of 9TH AV,16007779364085.000000000000000
-122.466313420543003,37.763085116613993,160077793,ASSAULT,BATTERY,Wednesday,01/27/2016,14:40,TARAVAL,NONE,1300 Block of 9TH AV,16007779304134.000000000000000
-122.483106168757999,37.720124587797301,166022762,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,01/27/2016,14:36,TARAVAL,NONE,300 Block of ARBALLO DR,16602276206372.000000000000000
-122.410041631816,37.781953653725708,160077737,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Wednesday,01/27/2016,14:36,SOUTHERN,NONE,0 Block of 6TH ST,16007773704014.000000000000000
-122.414302052543988,37.781863316865994,160077680,OTHER OFFENSES,PROBATION VIOLATION,Wednesday,01/27/2016,14:35,TENDERLOIN,"ARREST, BOOKED",200 Block of GOLDEN GATE AV,16007768026170.000000000000000
-122.414302052543988,37.781863316865994,160077680,OTHER OFFENSES,RESISTING ARREST,Wednesday,01/27/2016,14:35,TENDERLOIN,"ARREST, BOOKED",200 Block of GOLDEN GATE AV,16007768027170.000000000000000
-122.414302052543988,37.781863316865994,160077680,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Wednesday,01/27/2016,14:35,TENDERLOIN,"ARREST, BOOKED",200 Block of GOLDEN GATE AV,16007768071024.000000000000000
-122.468701914864994,37.781764799807299,160080188,FORGERY/COUNTERFEITING,"MONEY, CHANGING FACE AMOUNT",Wednesday,01/27/2016,14:30,RICHMOND,NONE,300 Block of 10TH AV,16008018810149.000000000000000
-122.444432207953994,37.774635422362699,160079498,MISSING PERSON,MISSING JUVENILE,Wednesday,01/27/2016,14:30,PARK,NONE,500 Block of CENTRAL AV,16007949874010.000000000000000
-122.441241667180009,37.765270960476009,166024279,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,01/27/2016,14:15,PARK,NONE,ROOSEVELT WY / MUSEUM WY,16602427906244.000000000000000
-122.445370003649018,37.770675906277297,160077602,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Wednesday,01/27/2016,14:13,PARK,"ARREST, BOOKED",1100 Block of MASONIC AV,16007760264002.000000000000000
-122.410059855891006,37.788082534017796,160077862,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,01/27/2016,14:07,CENTRAL,NONE,MASON ST / POST ST,16007786264070.000000000000000
-122.451162720276002,37.774248957774496,166024285,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,01/27/2016,14:00,PARK,NONE,GROVE ST / COLE ST,16602428506244.000000000000000
-122.406539115147979,37.75648641093089,160092014,NON-CRIMINAL,AIDED CASE,Wednesday,01/27/2016,14:00,MISSION,NONE,1000 Block of POTRERO AV,16009201451040.000000000000000
-122.406351834294014,37.786031157636202,160077668,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,01/27/2016,14:00,TENDERLOIN,"ARREST, BOOKED",0 Block of STOCKTON ST,16007766806363.000000000000000
-122.469552354933001,37.756468759002594,166022784,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,01/27/2016,14:00,TARAVAL,NONE,600 Block of MORAGA ST,16602278406372.000000000000000
-122.489713969123997,37.733949768085203,160078359,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,01/27/2016,14:00,TARAVAL,NONE,1500 Block of SLOAT BL,16007835928160.000000000000000
-122.415885065788004,37.783516056415301,160077577,ASSAULT,BATTERY,Wednesday,01/27/2016,13:57,TENDERLOIN,NONE,EDDY ST / HYDE ST,16007757704134.000000000000000
